GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,GNB,Guinea-Bissau,,FMLE,Female,,10.9,10.91126,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,GNQ,Equatorial Guinea,,BTSX,Both sexes,,13.5,13.51543,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,GRC,Greece,,MLE,Male,,17.3,17.32331,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AMR,Americas,,GRD,Grenada,,FMLE,Female,,14.9,14.94518,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AMR,Americas,,GUY,Guyana,,MLE,Male,,12.2,12.15194,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AMR,Americas,,HND,Honduras,,BTSX,Both sexes,,16.6,16.58681,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AMR,Americas,,HTI,Haiti,,FMLE,Female,,9.3,9.27852,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IDN,Indonesia,,MLE,Male,,11.6,11.56843,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,India,,BTSX,Both sexes,,12.4,12.39491,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,IRN,Iran (Islamic Republic of),,FMLE,Female,,14.4,14.38766,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,ISL,Iceland,,MLE,Male,,18.1,18.13263,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,ISR,Israel,,BTSX,Both sexes,,19.3,19.26693,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AMR,Americas,,JAM,Jamaica,,FMLE,Female,,17.8,17.83132,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,JPN,Japan,,MLE,Male,,17.9,17.89813,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,KAZ,Kazakhstan,,BTSX,Both sexes,,12.9,12.86719,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,KGZ,Kyrgyzstan,,FMLE,Female,,14.8,14.84062,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,KIR,Kiribati,,MLE,Male,,11.5,11.47311,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,KOR,Republic of Korea,,BTSX,Both sexes,,18.4,18.44131,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,LAO,Lao People's Democratic Republic,,FMLE,Female,,12.3,12.30392,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,LBR,Liberia,,MLE,Male,,11,10.9884,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,LBY,Libya,,BTSX,Both sexes,,13.4,13.35837,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,LKA,Sri Lanka,,FMLE,Female,,16.6,16.59057,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,LTU,Lithuania,,MLE,Male,,12.1,12.05626,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,LUX,Luxembourg,,BTSX,Both sexes,,18.8,18.79395,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,MAR,Morocco,,FMLE,Female,,14.7,14.69382,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MDG,Madagascar,,MLE,Male,,12.2,12.23322,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,MDV,Maldives,,BTSX,Both sexes,,15,14.95442,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,MKD,Republic of North Macedonia,,FMLE,Female,,15.5,15.48802,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,MLT,Malta,,MLE,Male,,17.5,17.47803,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,MMR,Myanmar,,BTSX,Both sexes,,11.7,11.71081,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,MNG,Mongolia,,FMLE,Female,,14.1,14.09855,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MRT,Mauritania,,MLE,Male,,11.6,11.5786,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MUS,Mauritius,,BTSX,Both sexes,,14.9,14.90862,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,MYS,Malaysia,,FMLE,Female,,15.4,15.37591,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NER,Niger,,MLE,Male,,11.1,11.08037,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,Nigeria,,BTSX,Both sexes,,10.2,10.22834,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,NLD,Netherlands,,FMLE,Female,,19.6,19.60682,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,NPL,Nepal,,MLE,Male,,12,12.03115,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,NZL,New Zealand,,BTSX,Both sexes,,19.7,19.66091,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,PAK,Pakistan,,FMLE,Female,,12.6,12.62459,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AMR,Americas,,PAN,Panama,,BTSX,Both sexes,,18.1,18.05578,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AMR,Americas,,PER,Peru,,MLE,Male,,15.4,15.41682,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,PHL,Philippines,,FMLE,Female,,14.3,14.25555,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,PHL,Philippines,,BTSX,Both sexes,,13,12.99033,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,POL,Poland,,MLE,Male,,13.8,13.76297,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,POL,Poland,,FMLE,Female,,17.7,17.70868,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,PRK,Democratic People's Republic of Korea,,BTSX,Both sexes,,13.4,13.35988,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,PRT,Portugal,,MLE,Male,,17,17.0418,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AMR,Americas,,PRY,Paraguay,,FMLE,Female,,16.6,16.61456,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AMR,Americas,,PRY,Paraguay,,BTSX,Both sexes,,16,15.95228,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,ROU,Romania,,MLE,Male,,12.9,12.94372,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,ROU,Romania,,FMLE,Female,,16.3,16.29106,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,RUS,Russian Federation,,BTSX,Both sexes,,13.7,13.67403,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,RWA,Rwanda,,MLE,Male,,13,12.96737,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,SAU,Saudi Arabia,,FMLE,Female,,14,13.97441,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,SAU,Saudi Arabia,,BTSX,Both sexes,,13.7,13.71732,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,SEN,Senegal,,MLE,Male,,11.8,11.7786,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,SEN,Senegal,,FMLE,Female,,12.9,12.86706,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,SGP,Singapore,,BTSX,Both sexes,,20,19.97713,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,COG,Congo,,MLE,Male,,12.5,12.52112,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,Colombia,,BTSX,Both sexes,,16.2,16.21011,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,CPV,Cabo Verde,,FMLE,Female,,14.8,14.80226,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AMR,Americas,,CUB,Cuba,,MLE,Male,,16.1,16.06717,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,CYP,Cyprus,,BTSX,Both sexes,,18.2,18.18009,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,DEU,Germany,,FMLE,Female,,19.5,19.51771,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,DNK,Denmark,,MLE,Male,,16.7,16.7413,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AMR,Americas,,DOM,Dominican Republic,,BTSX,Both sexes,,16.8,16.76208,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ECU,Ecuador,,FMLE,Female,,18.5,18.54663,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ERI,Eritrea,,MLE,Male,,12.8,12.7895,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,ESP,Spain,,BTSX,Both sexes,,19.7,19.72116,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ETH,Ethiopia,,FMLE,Female,,13.4,13.42134,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,FJI,Fiji,,MLE,Male,,11.3,11.25583,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,France,,BTSX,Both sexes,,19.8,19.78822,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,GAB,Gabon,,FMLE,Female,,13.8,13.84009,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,GEO,Georgia,,MLE,Male,,13,12.96634,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,GHA,Ghana,,BTSX,Both sexes,,12,12.01929,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,GMB,Gambia,,FMLE,Female,,11.8,11.83562,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,GNQ,Equatorial Guinea,,MLE,Male,,12.9,12.87623,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,GRC,Greece,,BTSX,Both sexes,,18.6,18.5528,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AMR,Americas,,GTM,Guatemala,,FMLE,Female,,15.8,15.76632,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AMR,Americas,,HND,Honduras,,MLE,Male,,15.6,15.57961,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,HRV,Croatia,,BTSX,Both sexes,,15.6,15.59288,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,HUN,Hungary,,FMLE,Female,,16,16.01092,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,India,,MLE,Male,,12.1,12.0843,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,IRL,Ireland,,BTSX,Both sexes,,18.6,18.60087,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,IRQ,Iraq,,FMLE,Female,,13.3,13.25289,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,ISR,Israel,,MLE,Male,,18.2,18.23687,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,ITA,Italy,,BTSX,Both sexes,,19.4,19.44226,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,JOR,Jordan,,FMLE,Female,,15.1,15.1341,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,KAZ,Kazakhstan,,MLE,Male,,10.9,10.86934,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,KEN,Kenya,,BTSX,Both sexes,,13.7,13.74067,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,KHM,Cambodia,,MLE,Male,,11.6,11.58087,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,KHM,Cambodia,,FMLE,Female,,12.7,12.74191,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,KIR,Kiribati,,BTSX,Both sexes,,12.3,12.2991,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,KOR,Republic of Korea,,MLE,Male,,16.3,16.26917,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,KWT,Kuwait,,FMLE,Female,,13.1,13.09866,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,KWT,Kuwait,,BTSX,Both sexes,,12.8,12.84691,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,LBN,Lebanon,,MLE,Male,,14,13.95665,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,LBN,Lebanon,,FMLE,Female,,15.3,15.25101,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,LBR,Liberia,,BTSX,Both sexes,,11.3,11.322,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,LBY,Libya,,MLE,Male,,12.6,12.63044,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AMR,Americas,,LCA,Saint Lucia,,FMLE,Female,,17.8,17.82086,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AMR,Americas,,LCA,Saint Lucia,,BTSX,Both sexes,,16.7,16.7064,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,LSO,Lesotho,,MLE,Male,,10.8,10.82631,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,LSO,Lesotho,,FMLE,Female,,12,11.99478,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,LTU,Lithuania,,BTSX,Both sexes,,15,14.9698,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,EUR,Europe,,LUX,Luxembourg,,MLE,Male,,17.2,17.17391,,,,,
