GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ERI,Eritrea,,620 [<500‰ÛÒ980],620,500,980,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,EST,Estonia,,<200 [<200‰ÛÒ<200],200,200,200,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,SWZ,Eswatini,,3800 [3400‰ÛÒ4200],3800,3400,4200,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ETH,Ethiopia,,20 000 [12 000‰ÛÒ35 000],20000,12000,35000,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,FJI,Fiji,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FIN,Finland,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,France,,600 [<500‰ÛÒ780],600,500,780,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,GAB,Gabon,,1600 [1100‰ÛÒ2100],1600,1100,2100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,GMB,Gambia,,970 [660‰ÛÒ1400],970,660,1400,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,GEO,Georgia,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,DEU,Germany,,<500 [<500‰ÛÒ720],500,500,720,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,GHA,Ghana,,17 000 [14 000‰ÛÒ19 000],17000,14000,19000,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,GRC,Greece,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AMR,Americas,,GTM,Guatemala,,1700 [1500‰ÛÒ1900],1700,1500,1900,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,GIN,Guinea,,4100 [3300‰ÛÒ5000],4100,3300,5000,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,GNB,Guinea-Bissau,,1900 [1500‰ÛÒ2200],1900,1500,2200,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AMR,Americas,,GUY,Guyana,,<100 [<100‰ÛÒ<200],100,100,200,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AMR,Americas,,HTI,Haiti,,4900 [3800‰ÛÒ6600],4900,3800,6600,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AMR,Americas,,HND,Honduras,,1400 [990‰ÛÒ1800],1400,990,1800,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,HUN,Hungary,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,ISL,Iceland,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,India,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IDN,Indonesia,,24 000 [19 000‰ÛÒ28 000],24000,19000,28000,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,IRN,Iran (Islamic Republic of),,2400 [1700‰ÛÒ3500],2400,1700,3500,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,IRL,Ireland,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,ISR,Israel,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,ITA,Italy,,830 [620‰ÛÒ1100],830,620,1100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AMR,Americas,,JAM,Jamaica,,1800 [1500‰ÛÒ2100],1800,1500,2100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,JPN,Japan,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,JOR,Jordan,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,KAZ,Kazakhstan,,<500 [<500‰ÛÒ<500],500,500,500,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,KEN,Kenya,,56 000 [41 000‰ÛÒ86 000],56000,41000,86000,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,KWT,Kuwait,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,KGZ,Kyrgyzstan,,<200 [<100‰ÛÒ<200],200,100,200,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,LAO,Lao People's Democratic Republic,,<500 [<500‰ÛÒ<500],500,500,500,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,LVA,Latvia,,<200 [<200‰ÛÒ<200],200,200,200,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,LBN,Lebanon,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,LSO,Lesotho,,7200 [5600‰ÛÒ10 000],7200,5600,10000,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,LBR,Liberia,,2700 [2600‰ÛÒ2900],2700,2600,2900,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,LBY,Libya,,<100 [<100‰ÛÒ<200],100,100,200,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,LTU,Lithuania,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,LUX,Luxembourg,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MDG,Madagascar,,1400 [1000‰ÛÒ1700],1400,1000,1700,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MWI,Malawi,,29 000 [25 000‰ÛÒ33 000],29000,25000,33000,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,MYS,Malaysia,,2900 [2400‰ÛÒ3300],2900,2400,3300,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,MDV,Maldives,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MLI,Mali,,5300 [4100‰ÛÒ6700],5300,4100,6700,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,MLT,Malta,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MRT,Mauritania,,<500 [<500‰ÛÒ<500],500,500,500,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MUS,Mauritius,,<500 [<500‰ÛÒ680],500,500,680,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AMR,Americas,,MEX,Mexico,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,MNG,Mongolia,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,MNE,Montenegro,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,MAR,Morocco,,550 [<500‰ÛÒ840],550,500,840,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MOZ,Mozambique,,64 000 [46 000‰ÛÒ87 000],64000,46000,87000,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,MMR,Myanmar,,11 000 [9600‰ÛÒ13 000],11000,9600,13000,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NAM,Namibia,,3500 [3000‰ÛÒ3900],3500,3000,3900,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,NPL,Nepal,,1400 [1200‰ÛÒ1700],1400,1200,1700,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,NLD,Netherlands,,<200 [<200‰ÛÒ<500],200,200,500,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,NZL,New Zealand,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AMR,Americas,,NIC,Nicaragua,,<500 [<200‰ÛÒ<500],500,200,500,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NER,Niger,,1700 [1300‰ÛÒ2100],1700,1300,2100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,Nigeria,,72 000 [42 000‰ÛÒ120 000],72000,42000,120000,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,NOR,Norway,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,OMN,Oman,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,PAK,Pakistan,,1400 [870‰ÛÒ1900],1400,870,1900,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AMR,Americas,,PAN,Panama,,<500 [<500‰ÛÒ570],500,500,570,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,PNG,Papua New Guinea,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AMR,Americas,,PRY,Paraguay,,790 [540‰ÛÒ1200],790,540,1200,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AMR,Americas,,PER,Peru,,2100 [1400‰ÛÒ3300],2100,1400,3300,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,PHL,Philippines,,<500 [<200‰ÛÒ<500],500,200,500,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,POL,Poland,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,PRT,Portugal,,930 [730‰ÛÒ1200],930,730,1200,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,QAT,Qatar,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,KOR,Republic of Korea,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,MDA,Republic of Moldova,,740 [510‰ÛÒ1100],740,510,1100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,MKD,Republic of North Macedonia,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,ROU,Romania,,<200 [<100‰ÛÒ<200],200,100,200,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,RUS,Russian Federation,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,RWA,Rwanda,,5700 [4700‰ÛÒ7100],5700,4700,7100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,SAU,Saudi Arabia,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,SEN,Senegal,,1300 [1000‰ÛÒ1800],1300,1000,1800,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,SRB,Serbia,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,SLE,Sierra Leone,,2900 [2400‰ÛÒ3600],2900,2400,3600,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,SGP,Singapore,,<100 [<100‰ÛÒ<200],100,100,200,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,SVK,Slovakia,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,SVN,Slovenia,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,SOM,Somalia,,1400 [1200‰ÛÒ1700],1400,1200,1700,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ZAF,South Africa,,140 000 [110 000‰ÛÒ170 000],140000,110000,170000,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,SSD,South Sudan,,9800 [7300‰ÛÒ13 000],9800,7300,13000,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,ESP,Spain,,1300 [1100‰ÛÒ1700],1300,1100,1700,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,LKA,Sri Lanka,,<500 [<200‰ÛÒ<500],500,200,500,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,SDN,Sudan,,1900 [1300‰ÛÒ2600],1900,1300,2600,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AMR,Americas,,SUR,Suriname,,<200 [<100‰ÛÒ<500],200,100,500,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,SWE,Sweden,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,CHE,Switzerland,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,TJK,Tajikistan,,<500 [<500‰ÛÒ560],500,500,560,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,THA,Thailand,,27 000 [19 000‰ÛÒ36 000],27000,19000,36000,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,TLS,Timor-Leste,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,TGO,Togo,,5700 [5100‰ÛÒ6300],5700,5100,6300,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AMR,Americas,,TTO,Trinidad and Tobago,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,TUN,Tunisia,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,TUR,Turkey,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,TKM,Turkmenistan,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,UGA,Uganda,,56 000 [48 000‰ÛÒ66 000],56000,48000,66000,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,UKR,Ukraine,,12 000 [10 000‰ÛÒ15 000],12000,10000,15000,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,ARE,United Arab Emirates,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AFR,Africa,,TZA,United Republic of Tanzania,,48 000 [42 000‰ÛÒ53 000],48000,42000,53000,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AMR,Americas,,USA,United States of America,,No data,,,,,,
HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010,2010,,AMR,Americas,,URY,Uruguay,,<500 [<200‰ÛÒ<500],500,200,500,,,
